연번,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체),설명
235,국가민속문화유산,익산 김병순 고택,전북 익산시,익산시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=24&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=18&ccbaAsno=02970000&ccbaCtcd=35&ccbaCpno=1483502970000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 주거생활 / 주거건축 / 가옥,"건물 7동, 토지 5,655.8 ㎡",2019.03.11,전라북도 익산시 수동길 20 (함라면),1920년대,이＊＊＊,익산시,"익산 김병순 고택의 안채와 사랑채는 1922년 건립되었고, 행랑채는 1930년에 건립되어 역사가 그리 오래되지 않았으나 개화기 전통가옥 형식에 근대의 건축기법이 가미되는 당시의 시대상과 건축적 특징, 건축양식의 시대 변화를 잘 보여주고 있음"
236,전북특별자치도유형문화유산,송광사일주문(松廣寺一株門),전북 완주군,송광사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=24&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00040000&ccbaCtcd=35&ccbaCpno=2113500040000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 문,1동,1971.12.02,전북 완주군 소양면 대흥리 569번지,,송광사,송광사,"종남산 기슭에 있는 송광사는 867년에 보조국사(普照國師) 체징이 창건하였다고 전해지는 유서깊은 절이다.

송광사의 입구에 세워 속세와 불계의 경계역할을 하는 상징물인 일주문은 조선시대에 지은 것이다. 원래 지금의 위치에서 약 3㎞ 떨어진 곳에 세웠던 것인데, 절의 영역이 작아져서 순조 14년(1814)에 조계교 부근으로 옮겼다가 1944년에 지금 있는 자리로 옮긴 것이다.

건물은 2개의 원기둥을 나란히 세우고 그 위에 지붕 옆면이 사람 인(人)자 모양을 한 간결한 맞배지붕을 올렸다. 지붕 처마를 받치기 위해 장식하여 만든 공포는 기둥 위와 기둥 사이에도 있는 다포 양식이다. 공포는 용 머리를 조각하는 등 조선 중기 이후의 화려한 장식적 수법을 엿볼 수 있다. 기둥의 앞뒤로 연꽃무늬를 장식한 보조기둥을 세워 안정감을 주고 있으며 앞면 중앙에는 ‘종남산송광사(終南山松廣寺)’라는 현판이 걸려있다.

송광사 일주문은 전체적인 균형을 잘 이루고 있어 단정하고 원숙한 비례감을 느끼게 하는 조선 중기의 일주문이다."
237,전북특별자치도유형문화유산,송광사사적비(松廣寺史蹟碑),전북 완주군,송광사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=24&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00050000&ccbaCtcd=35&ccbaCpno=2113500050000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 서각류 / 금석각류 / 비,1기,1971.12.02,전북 완주군 소양면 대흥리 569번지,14년,송광사,송광사,"송광사 뒷뜰에 놓여 있는 비로, 절의 개창(開創:절을 처음으로 세움)을 기념하기 위해 세운 것이다.

형태는 거북받침돌 위에 비몸을 올리고 용을 새긴 머릿돌을 얹은 모습이다. 비의 앞면에는 비 이름과 비문이 새겨 있는데, 고려 보조국사가 전주 종남산을 지나다가 절터를 잡아놓고 제자들에게 절을 지을 것을 당부하였다는 내용과 보조국사에서 벽암대사에 이르는 스승과 제자의 계보가 주된 내용이다. 뒷면에는 송광사를 짓는데 참여했던 스님 가운데 한 분이었던 승명의 말을 인용하여 절을 짓게 된 경위 및 벽암대사의 제자와 시주한 사람, 개창 당시 기술자들의 이름을 기록하였다.

조선 인조 14년(1636)에 세운 비로, 신익성이 비문을 짓고, 선조의 여덟번째 아들인 의창군 광이 글씨를 썼다."
238,전북특별자치도유형문화유산,전주향교대성전(全州鄕校大成殿),전북 전주시,전주향교,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=24&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00070000&ccbaCtcd=35&ccbaCpno=2113500070000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 교육문화 / 교육기관 / 향교,1동,1971.12.02,전북 전주시 완산구 교동 26번지,,전라북도향교재단,전주향교,"대성전은 공자를 모신 사당이다. 유교를 통치이념으로 삼았던 조선시대에는 향교에 공자를 모신 사당을 두고, 유학을 장려했다. 이 대성전은 효종 4년(1653)에 다시 세우고, 대한제국 융희 원년(1907)에 다시 고쳐 오늘에 이르고 있다. 대성전에는 공자의 위패를 가운데 모시고, 동․서쪽으로 맹자 등 네 성인, 공자의 제자 열 사람, 주자 등 중국 송나라 때 유학자 여섯 사람을 함께 모셨다. 동무․서무에는 신라시대 설총을 비롯하여 중국과 우리 나라 유학자 분들의 위패를 모시고 있다. 향교에서는 매달 음력 초하루와 보름에 사당에 향불을 피워 올리고, 매년 봄․가을에는 석전대제(釋典大祭)를 지냈다. 관청의 후원을 받아 향교의 선비들이 주관하여 치렀던 이 제사는, 공자의 뜻을 기리는 큰 행사이다."
239,전북특별자치도유형문화유산,남원향교대성전(南原鄕校大成殿),전북 남원시,남원향교,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=24&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00080000&ccbaCtcd=35&ccbaCpno=2113500080000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 교육문화 / 교육기관 / 향교,1동,1971.12.02,전북 남원시 향교동 1512번지,,남원향교,남원향교,"향교란 공자를 비롯한 여러 성현께 제사지내고, 지방 백성들의 교육과 교화를 담당했던 국립교육기관을 가리킨다.

남원향교는 조선 태종 10년(1410) 대곡산에 세웠다. 세종 10년(1428)에는 덕음봉 기슭으로 옮겨 지었다가, 홍수 때마다 길이 막히는 일이 많아 세종 25년(1443)에 현 위치로 다시 옮겼다. 정유재란(1597)으로 불타 없어진 것을 다시 지었는데, 대성전은 선조 32년(1599)에 지었고, 고종 29년(1892)에 수리하였다. 그 뒤에도 여러 차례 수리가 있었으며, 지금 있는 건물은 1982년에 크게 수리를 한 것이다.

앞면 3칸·옆면 2칸 규모이며 지붕은 옆면에서 볼 때 여덟 팔(八)자 모양을 한 팔작지붕이다. 사당인 대성전 안에는 공자를 비롯하여 중국과 우리나라 유학자의 위패를 모시고 있다.

조선시대에는 나라에서 토지와 책·노비를 지급받아 운영하였다. 지금은 교육적 기능은 없어지고, 봄·가을에 제사를 지내고 있다.

남원향교는 많은 책을 보관하고 있어 지방사 연구에 좋은 자료를 제공하고 있다."
240,전북특별자치도유형문화유산,김제향교대성전(金堤鄕校大成殿),전북 김제시,전라북도 향교재단,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=24&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00090000&ccbaCtcd=35&ccbaCpno=2113500090000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 교육문화 / 교육기관 / 향교,1동,1971.12.02,전북 김제시 향교길 89-3 (교동),,전라북도 향교재단,전라북도 향교재단,"향교란 공자를 비롯한 여러 성현께 제사지내고, 지방 백성들의 교육과 교화를 담당했던 국립교육기관을 가리킨다.

김제향교는 조선 태종 4년(1404)에 세웠고 정유재란(1597)으로 불탄 것을 인조 13년(1635)에 다시 지었는데 그 뒤에도 몇 차례의 수리가 있었다.

앞면 3칸·옆면 2칸의 규모이며, 지붕은 옆면에서 볼 때 사람 인(人)자 모양을 한 맞배지붕이다. 앞면에 사당건축에서 흔히 볼 수 있는 앞과 옆이 트인 퇴칸을 두었고 몸채쪽에는 문을 달았다. 중앙칸의 가운데에 2짝의 문을 달고 양쪽 기둥에는 골판벽을 끼웠다. 양 끝칸에는 1짝씩 문을 달고 그 옆 공간에도 골판벽을 끼워 특이한 앞면의 모습을 보이고 있다. 특히 양쪽 끝에 있는 기둥에는 건물 옆면쪽으로 지겟다리 모양의 굽은 버팀목을 기둥 중간에 박았는데, 그 형태가 장수향교의 대성전(보물 제272호)과 같다. 지붕 처마를 받치기 위해 장식하여 만든 공포는 기둥 위에만 있는 주심포 양식이다.

조선시대에는 국가로부터 토지와 노비·책 등을 지급받아 운영되었으며, 현재 교육 기능은 없어지고 제사 기능만 남아있다."
241,전북특별자치도유형문화유산,운산리삼층석탑(雲山里三層石塔),전북 진안군,진안군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00100000&ccbaCtcd=35&ccbaCpno=2113500100000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기,1971.12.02,전북 진안군 진안읍 운산리 1423번지,,신경식,진안군,"내후사동이라는 마을 이름이 말해주듯 옛 절터에 서 있는 탑으로, 2층 기단(基壇)에 3층의 탑신(塔身)을 올린 모습이다.

위층기단과 탑신의 몸돌에는 기둥모양이 조각되어 있다. 지붕돌은 밑면의 받침이 4단씩이며, 네 귀퉁이가 살짝 들려 있다. 꼭대기에는 동그란 보주(寶珠:꽃봉오리모양의 장식)가 남아 머리장식을 하고 있다.

전체적으로 기단부에 비해 탑신부가 왜소해 보이고, 탑신의 2층 몸돌이 1층 몸돌에 비해 급격히 줄어 들어 균형미를 잃었다. 통일신라의 일반적인 석탑양식을 따르고 있으나, 양식상의 변화를 보이고 있어 고려시대에 세웠을 것으로 보인다."
242,전북특별자치도유형문화유산,용담사칠층석탑(龍潭寺七層石塔),전북 남원시,용담사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00110000&ccbaCtcd=35&ccbaCpno=2113500110000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기,1971.12.02,전북 남원시 주천면 원천로 165-12 (용담리),,용담사,용담사,"용담사는 백제 성왕 때 창건하였다고 전하나, 통일신라 후기의 승려인 도선국사와 관련된 전설이 전해지고, 이곳에서 발견된 유물들을 볼 때에 통일신라 후기에 창건된 사찰로 보인다. 전설에 의하면 절이 세워지기 전에 근방에 있는 용담천에서 이무기가 나타나 사람들을 괴롭혔는데, 도선국사가 이 절을 세운 뒤 부터는 행패를 부리지 않았다고 한다. 조선 전기의 숭유억불정책으로 절은 사라지고, 현재는 이 탑과 함께 석불입상(보물)과 석등이 남아 있다.

탑은 1층 기단(基壇) 위에 7층의 탑신(塔身)을 얹었는데, 너무 길쭉하고 홀쭉한데다가 지붕돌이 몸돌보다 두터워서 불안정한 모습이다. 기단은 하나의 돌로 간단하게 되어 있다. 탑신의 몸돌은 2층에서부터 급격히 줄어들었다. 지붕돌은 밑면의 받침이 1∼3층은 6단, 4층은 5단, 5층은 4단, 6∼7층은 3단으로, 위로 오를수록 받침수가 줄어들고 있으며, 윗면의 경사가 완만하고 네 귀퉁이도 희미하게 들려 있다.

전체적으로 투박하고 불안정한 모습으로, 고려시대의 탑으로 추측된다. 탑신의 5층 몸돌은 편편한 돌 2개를 양쪽으로 세워 위를 받치고 있는데, 이 불안정한 부분 때문에 탑이 기울어져 있어 보는 이들을 안타깝게 하고 있다."
243,전북특별자치도유형문화유산,태봉사삼존석불(胎峰寺三尊石佛),전북 익산시,"태봉사, 익산시",https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00120000&ccbaCtcd=35&ccbaCpno=2113500120000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교조각 / 석조 / 불상,1기,1971.12.02,전북 익산시 삼기면 진북로 347-26 (연동리),,태봉사,"태봉사, 익산시","사찰의 창건에 대한 문헌자료는 전혀 알 수 없으나 태봉사 창건 주지의 생모인 청송심씨 묘연화가 3대 독자인 아들의 무병장수를 기원하는 산신기도 중 산신의 현몽으로 삼존불상(三尊佛像)을 발견하였고 이를 계기로 불당을 짓고 절을 세웠다고 전한다.

백제시대에 제작된 것으로 보이는 이 석불은 부채꼴의 거대한 한 장의 광배(光背)에 부조기법으로 새긴 삼존불상(三尊佛像)으로, 태봉산 동쪽 기슭에 파손된 채 방치되던 것을, 이곳에 태봉사를 건립하여 보존하고 있다.

세 부처를 새긴 삼존불상은 왼쪽의 정병을 들고 합장한 모습의 보살과 오른쪽의 연꽃가지를 들고 있는 동자승 형태의 보살이 좌우에 서서 본존불을 모시고 있는 모습이다. 사각형 대좌 위에 책상다리(결가부좌)를 하고 앉아있는 본존불은 왼손은 내려 배에 대고 오른손은 들어 가슴에 댄 특이한 손 모양을 하고 있으며, 단정한 인상을 준다."
244,전북특별자치도유형문화유산,장문리오층석탑(長文里五層石塔),전북 정읍시,정읍시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00130000&ccbaCtcd=35&ccbaCpno=2113500130000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기399.3㎡,1971.12.02,전북 정읍시 고부면 장문리 산12-1번지,,정읍시,정읍시,"1층 기단(基壇)에 5층의 탑신(塔身)을 올린 석탑이다.

기단의 네 모서리와 탑신의 몸돌에는 기둥모양을 조각하였다. 지붕돌은 은은한 곡선을 이루던 처마가 네 귀퉁이에서 살짝 들려 있고 밑면에는 5단의 받침을 두었다. 꼭대기에는 노반(露盤:머리장식받침)과 복발(覆鉢:엎어놓은 그릇모양의 장식)이 올려져 머리장식을 하고 있다.

탑신의 1층 몸돌이 헌칠하게 높고 2층 이상은 급격히 낮아졌으나, 지붕돌의 크기가 거의 일정하여 밋밋한 감을 준다. 옛 백제 지역에 세워 놓은 고려시대 석탑으로, 1층 기단과 지붕돌의 곡선미 등이 백제 석탑의 양식을 잘 따르고 있어 지방색이 강했던 당시 시대상을 잘 담아내고 있다."
245,전북특별자치도유형문화유산,선운사석씨원류(禪雲寺釋氏源流),전북 고창군,선운사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=25&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=21&ccbaAsno=00140000&ccbaCtcd=35&ccbaCpno=2113500140000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 사찰본,일괄,1971.12.02,전북특별자치도 고창군 선운사로 250 (아산면),1648년,선운사,선운사,"석씨원류란 석가모니의 일대기를 기록한 판각으로, 이 석씨원류의 목판은 선운사 영산전에서 보관하다 1994년 1월 3일 선운사 관음전에 보관되었고, 지금은 선운사 성보박물관 수장고에서 보관관리 중이다.

석씨원류는 조선 성종 17년(1486)왕명에 의해 판각되었는데 임진왜란때 불타 없어졌으나 그후 사명대사가 일본에 갔다가 그곳에서 얻어 가지고 인조 26년(1648) 최서동과 해운법사가 이를 대본으로 하여 복간하였다. 이때 새긴 판각이 바로 오늘날까지 선운사에 보관되어 오고 있는 석씨원류 판각이다.

이 목판은 원래 103매 409판이었으나 모두 망실되고 현재는 62매 124판만 문화유산으로 지정하여 보관관리되어 오고 있다. 각판의 앞뒷면에 모두 판각되어 있는데 하단에는 석씨원류 본문이 새겨져 있으며 상단에는 그 내용의 그림이 조각되어 있다. 판각의 크기는 가로 39cm, 세로 29.5cm이다. 이 석씨원류의 판각은 조선시대 삽화의 걸작중 걸작이며 우리나라 미술사 특히, 판화의 조각사에 있어 중요한 연구자료이다."
