연번,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체),설명
83,인천광역시유형문화유산,목조보살좌상(1990)(木造菩薩坐像(1990)),인천 연수구,인천광역시 시립박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=9&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00140000&ccbaCtcd=23&ccbaCpno=2112300140000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교조각 / 목조 / 불상,1구,1990.11.09,"인천광역시 연수구 청량로160번길 26 (옥련동, 인천광역시시립박물관)",조선 17세기,인천광역시,인천광역시 시립박물관,"보관(寶冠)과 양손을 따로 만들어 불신(佛身)에 결합시킨 조선시대 목조보살좌상(木造菩薩坐像)이다.

현재 보관은 결실되고 없지만 이마 위에 단을 지어 보관을 안치했던 흔적이 남아있으며, 머리 정상부에 머리카락을 쓸어 올려 묶은 보계(寶髻)가 드러나 있다. 귀의 앞뒤로 흘러내린 머리카락이 귓볼 부근에서 교차하며 어깨 위에서 세 개의 원을 이루고, 다시 세 갈래로 나뉘어 흘러내리고 있다. 얼굴은 네모난 형태로 가늘게 뜬 눈은 아래를 향하고 있으며, 백호(白毫)가 뚜렷하다. 가슴 앞에서 들어 올린 오른손의 수인은 아미타구품인(阿彌陀九品印)으로 추정되지만, 왼손을 잃어 정확한 수인(手印)은 알 수 없다. 보살상이지만 천의를 입지 않고 불상처럼 대의를 입고 있는데, 이중착의식 통견(通肩) 형식으로 배 부분에는 U자형으로 접힌 대의자락이 좌우대칭 형태로 표현되어 있다. 존격 추정의 근거가 되는 보관과 수인을 잃어 존명(尊名)은 알 수 없다. 온화한 미소를 띈 높이 54cm의 아담한 상으로, 방형의 얼굴과 전체적인 형태, 평판적인 옷주름의 처리와 가슴을 가로지르는 승각기의 표현, U자형으로 접힌 대의자락 등으로 볼 때 17세기 작품으로 추정된다."
84,인천광역시유형문화유산,용궁사(龍宮寺),인천 중구,한국불교태고종 용궁사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=9&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00150000&ccbaCtcd=23&ccbaCpno=2112300150000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 사찰,"3동 / 113,791㎡",1990.11.09,"인천광역시 중구 운남로 199-1 (운남동, 용궁사)",,한국불교태고종 용궁사,한국불교태고종 용궁사,"영종도 백운산 동북쪽 기슭에 자리잡고 있는 용궁사는 신라 문무왕 10년(670)에 원효대사가 세웠다고 전한다. 조선 철종 5년(1854) 흥선대원군에 의해 다시 세워지며 지금의 명칭인 용궁사로 바뀌게 되었다. 용궁사에는 관음전·용황각·칠성각·요사채 등의 건물과 최근에 만든 높이 11m에 달하는 미륵불이 있다.

용궁사 관음전은 지붕 옆면이 사람 인(人)자 모양인 맞배지붕집이다. 기둥에는 해강 김규진이 쓴 글씨(주련)가 4개 남아있다. 내부에는 본래 옥으로 조각한 관음상이 있었다고 하는데, 일제시대에 도난당하고 현재는 청동관음상을 모시고 있다. 또한 입구에 위치하고 있는 요사채는 맞배지붕집이며, 건물 앞면에는 흥선대원군이 직접 쓴 ‘용궁사’라는 편액이 걸려 있다."
85,인천광역시유형문화유산,인천창영초등학교 구 교사(仁川昌榮國校 舊 校舍),인천 동구,인천광역시 교육청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=9&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00160000&ccbaCtcd=23&ccbaCpno=2112300160000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 교육문화 / 근대교육문화 / 학교시설,"1동 / 8,789.7㎡",1992.12.16,"인천광역시 동구 우각로15번길 16 (창영동, 창영초등학교)",,인천광역시교육청,인천광역시 교육청,"창영초등학교는 인천 최초의 공립학교로 1907년에 세워졌으며, 당시 이름은 인천공립보통학교였다. 1933년 인천제일공립보통학교, 1938년 인천창영공립심상소학교, 1941년 창영공립국민학교, 광복 후 창영국민학교로 이름이 바뀌어 오늘에 이르고 있으며, 3·1운동 당시 인천지역 만세운동의 진원지이기도 한 전통 깊은 곳이기도 하다. 옛 학교 건물은 1924년에 세운 것으로, 一자형의 구성이다. 벽체 윗부분은 화강석으로 아치(Arch)형을 이루고 있고, 현관은 근세풍 양식을 띤 무지개 모양으로 꾸몄다. 좌·우 대칭면에 넓은 창을 규칙적으로 배열하여 직선을 강조하였으며, 지붕에는 그 아래쪽 방을 밝게 하기 위한 지붕창을 만들어 놓았다. 현관·복도·난간·기둥들의 보존상태가 비교적 좋은 일제시대 전반기 건물이다."
86,인천광역시유형문화유산,구 제물포구락부(舊 濟物浦俱樂部),인천 중구,인천광역시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=9&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00170000&ccbaCtcd=23&ccbaCpno=2112300170000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 교육문화 / 근대교육문화 / 사회문화시설,"1동 (지하1층, 지상2층) /대지 446.9㎡, 연면적367.11㎡, 1층 110.31㎡(34평), 2층 256.8㎡(78평)",1993.07.06,"인천광역시 중구 자유공원남로 25 (송학동1가, 제물포구락부)",1901년,인천광역시,인천광역시,"인천에 있던 외국인들의 사교모임인 제물포 구락부의 사교장으로 쓰기 위해 광무 5년(1901)에 지은 것이다. 1913년 일본제국 재향군인회 인천연합회 소속의 정방각으로 불리다가, 1934년 일본부인회, 광복직후에는 미군 장교 클럽, 1947년부터는 대한부인회 인천지회가 각각 활용하였으며, 1952년 시의회, 교육청, 박물관이 함께 사용하다가, 1953년 의회와 교육청이 이전한 후 1990년 인천시립박물관도 이전하였다. 2007년 6월 리모델링 작업을 거쳐 구)제물포구락부의 모습을 복원하여 스토리텔링박물관으로 운영되고 있다. 2층 벽돌집으로 근대 개항 이후 복잡한 역사의 흔적을 간직하고 있는 호화스러운 건물이다."
87,인천광역시유형문화유산,인천 구 여선교사 합숙소(仁川 舊 女宣敎師 合宿所),인천 동구,창영감리교회,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=9&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00180000&ccbaCtcd=23&ccbaCpno=2112300180000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 산업생산 / 근대산업생산 / 숙박·음식업,"1동 / 3,669.1㎡",1993.07.06,"인천광역시 동구 우각로 57 (창영동, 인천기독교사회복지관)",,(재)기독교대한감리회유지재단,창영감리교회,"19세기 말 미국 감리교회가 파견한 여자 선교사들의 합숙소로 사용했던 곳이다. 양철(함석)지붕으로 구조가 독특하며, 벽체는 빨간 벽돌로 쌓았다. 창호는 조선시대 서원이나 절의 승방 등에서 사용하던 방법을 빌어, 쓸 용(用)자 모양으로 꾸몄고, 가장자리는 빗살 모양으로 짜 넣었다. 내부는 목조로 되어 있으며, 2층 가로축에 지하로 드나들 수 있도록 시설하였다. 비교적 원형을 잘 보존하고 있는 근세 르네상스 양식의 건물이다."
88,인천광역시유형문화유산,인천 구 일본제58은행(仁川 舊 日本第五八銀行),인천 중구,한국외식업중앙회 인천중구지부,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=9&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00190000&ccbaCtcd=23&ccbaCpno=2112300190000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 산업생산 / 근대산업생산 / 금융업,1동(2층) / 310.7㎡,1993.07.06,"인천광역시 중구 신포로23번길 69-1 (중앙동2가, 구)일본제58은행지점)",,한국외식업중앙회 인천중구지부,한국외식업중앙회 인천중구지부,"일본 오사카에 본점을 둔 제58은행의 인천지점이다. 후에 여러 은행들과 합쳐져 야스다 은행으로 바뀌었다. 광복 후 조흥은행이 인천지점으로 사용하기도 하였으나 1958년 새로 건물을 짓고 옮겨가자 대한적십자사 경기도지사로 사용되다가 현재는 인천 중구 요식업조합에서 사용하고 있다. 2층에는 보기 드문 발코니와 지붕창이 특징이며 지붕이 2중으로 경사를 이루고 있어, 프랑스 분위기를 자아내는 르네상스 양식의 건물이다."
89,인천광역시유형문화유산,강화 용흥궁(江華 龍興宮),인천 강화군,인＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=9&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00200000&ccbaCtcd=23&ccbaCpno=2112300200000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 주거생활 / 주거지,"3동 / 2,497㎡",1995.03.02,"인천광역시 강화군 동문안길21번길 16-1 (강화읍, 용흥궁)",,이＊＊＊,인＊＊＊,"조선 제25대 왕인 철종(재위 1849∼1863)이 왕위에 오르기 전에 살던 집으로 철종이 왕위에 오르자 강화유수 정기세가 건물을 새로 짓고 용흥궁이라 이름을 붙였다. 지붕 옆면이 여덟 팔(八)자 모양인 팔작지붕집이고, 기둥 머리에서 보와 도리가 직교하여 직접 결구되는 민도리양식이다. 용흥궁은 창덕궁의 연경당, 낙선재와 같이 살림집의 유형을 따라 지어져 소박하고 순수한 느낌이 든다. 경내에는 철종이 살았던 옛 집임을 표시하는 비석과 비각이 있다."
90,인천광역시유형문화유산,강화 충렬사(江華 忠烈祠),인천 강화군,충렬사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=9&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00210000&ccbaCtcd=23&ccbaCpno=2112300210000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 민간신앙 / 기타,"5동(14,803㎡)",1995.03.02,인천광역시 강화군 충렬사로 232 (선원면),,충렬사,충렬사,"인천광역시 강화군 선원면 선행리에 위치한 충렬사는 김상용 선생을 비롯한 병자호란과 신미양요 때 나라를 지키다 순절한 충신 29명의 위패를 봉안한 사당이다. 1641년(인조 19)에 건립하여 현충사(顯忠祠)라 부르다가 1658년(효종 9)에 국왕으로부터 충렬사란 이름을 받아 강화유수 허휘가 충렬사로 이름을 바꿨다. 김상용은 1636년 병자호란 때 왕실의 신주를 받들고 빈궁·원손을 수행해 강화도에 피난했다가 이듬 해 성이 함락되자 성의 남문루(南門樓)에 있던 화약고에 불을 지르고 순절하였다. 충렬사를 건립할 당시에는 모두 7명을 배향하였으나, 이후 황선신과 강흥업이 추향되어 9명의 위패가 모셔졌고 그 후 충렬사 비기가 건립되었다. 이후 신미양요 당시 미군에 맞서 싸운 충신까지 배향하여 현재 모두 28명의 위패가 모셔져 있다. 충렬사는 교육공간인 명륜당(明倫堂)과 동·서재는 없어지고, 현존 건물로는 한식목조 맞배지붕으로 된 14평의 사당(祠堂)과, 16평의 수직방(守直房), 14평의 전사청(典祀廳), 비각(碑閣), 외삼문(外三門) 등이 있으며, 1977년에 보수 정화하여 현재에 이른 것이다."
91,인천광역시유형문화유산,강화 연미정(江華 燕尾亭),인천 강화군,인천광역시 강화군청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=10&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00240000&ccbaCtcd=23&ccbaCpno=2112300240000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 주거생활 / 조경건축 / 누정,"1동 / 2,149㎡",1995.03.02,인천광역시 강화군 강화읍 월곳리 242,,회산남용 외 1인,인천광역시 강화군청,"자연경관을 보며 풍류를 즐기거나 학문을 공부하던 정자이다. 한강과 임진강의 합해진 물줄기가 하나는 서해로, 또 하나는 강화해협으로 흐르는데, 이 모양이 마치 제비꼬리 같다고 해서 정자 이름을 연미정이라 지었다고 한다. 언제 처음 지었는지 정확히 알지 못하나 고려 고종(재위 1213∼1259)이 사립교육기관인 구재(九齋)의 학생들을 이곳에 모아놓고 공부하게 했다는 기록이 있다. 또한 조선 중종 5년(1510) 삼포왜란 때 큰 공을 세운 황형에게 이 정자를 주었다고 한다. 인조 5년(1627) 정묘호란 때에는 강화조약을 체결했던 곳이기도 하다. 앞면 3칸·옆면 2칸 규모이며, 지붕 옆면이 여덟 팔(八)자 모양인 팔작지붕집이다. 연미정은 강화십경의 하나로서 뛰어난 경치를 이루고 있다."
92,인천광역시유형문화유산,강화유수부 동헌(江華留守府 東軒),인천 강화군,인천광역시 강화군청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=10&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00250000&ccbaCtcd=23&ccbaCpno=2112300250000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 정치국방 / 궁궐·관아 / 관아,1동 / 326.8㎡,1995.03.02,인천광역시 강화군 북문길 42 (강화읍) 강화유수부 동헌,,인천광역시 강화군청,인천광역시 강화군청,"조선시대 관아의 하나로 강화지방의 중심업무를 보던 동헌이다. 영조 45년(1769)에 유수 황경원이 현윤관이라 이름을 붙였으며, 여러 차례 보수해서 본래의 모습을 찾아볼 수 없다. 앞면 8칸·옆면 3칸의 규모로, 지붕 옆면이 여덟 팔(八)자 모양인 팔작지붕집이다. ‘명위헌(明威軒)’과 ‘이관당(以寬堂)’이라는 현판은 당시의 명필이자 학자인 백하 윤순(1680∼1714)이 썼다."
93,인천광역시유형문화유산,강화유수부 이아(江華留守府 貳衙),인천 강화군,인천광역시 강화군청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=10&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00260000&ccbaCtcd=23&ccbaCpno=2112300260000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 정치국방 / 궁궐·관아 / 관아,"1동 / 1,765㎡",1995.03.02,인천광역시 강화군 북문길 42 (강화읍) 강화유수부 이방청,,국가유산청,인천광역시 강화군청,"강화유수부 안에 있는 이방·호방·예방·병방·형방·공방 6방의 건물 중 이방청으로 조선 중기의 관청 건물이다. 조선 효종 5년(1654)에 유수 정세규가 세웠고, 정조 7년(1783)에 유수 김노진이 건물 내부를 고쳐 괘홀당이라고 불렀다. 나무로 된 1층의 기와집으로 ㄷ자형이며, 지붕 옆면이 여덟 팔(八)자 모양인 팔작지붕집이다. 여러 차례 고쳐서 옛날 관청의 모습을 잘 알 수는 없으나, 조선시대 지방의 이방청을 알 수 있는 귀중한 자료이다."
94,인천광역시유형문화유산,강화 보문사 석실(江華 普門寺 石室),인천 강화군,대한불교조계종 보문사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=10&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=21&ccbaAsno=00270000&ccbaCtcd=23&ccbaCpno=2112300270000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 기타,"1동 / 282,054.1㎡",1995.03.02,인천광역시 강화군 삼산면 매음리 629-1,,대한불교조계종 보문사,대한불교조계종 보문사,"보문사에 있는 석굴사원으로, 나한상(羅漢像)을 모시는 나한전의 구실을 한다. 천연동굴을 이용하여 입구에 무지개 모양을 한 3개의 문을 만들고, 그 안에 감실(龕室:불상을 모시는 방)을 마련하여 석가모니불을 비롯한 미륵 ·제화갈라보살, 나한상 등을 모셔두었다. 이 석불들에는 신라 선덕여왕 때 한 어부가 고기를 잡다가 그물에 걸린 돌덩이를 꿈에 나타난 대로 모셔 두었더니 큰 부자가 되었다는 전설이 내려오고 있는데, 불상의 제작연대는 그처럼 오래되지는 않은 것으로 보인다."
